alpha,beta,gamma,delta,corr,bias,abs_corr,corr_sq,hw_alpha,hw_beta,hw_gamma,hw_delta
4,512,33280,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,512,1,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,2,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,4,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,8,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,16,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,32,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,64,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,128,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,256,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,512,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,512,512,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,512,3072,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,5120,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,9216,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,17408,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,33792,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,1024,1,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,2,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,4,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,8,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,16,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,32,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,64,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,128,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,256,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,512,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,512,1024,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,512,6144,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,10240,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,18432,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,34816,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,2048,1,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,2,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,4,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,8,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,16,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,32,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,64,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,128,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,256,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,512,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,512,2048,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,512,12288,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,20480,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,36864,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,4096,1,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,2,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,4,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,8,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,16,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,32,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,64,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,128,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,256,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,512,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,512,4096,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,512,24576,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,40960,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,8192,1,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,2,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,4,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,8,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,16,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,32,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,64,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,128,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,256,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,512,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,512,8192,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,512,49152,0,0.0,0.0,0.0,0.0,1,1,2,0
4,512,16384,1,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,2,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,4,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,8,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,16,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,32,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,64,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,128,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,256,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,512,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,512,16384,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,1,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,2,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,4,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,8,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,16,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,32,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,64,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,128,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,256,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,512,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,512,32768,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,512,0,3,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,5,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,9,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,17,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,33,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,65,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,129,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,257,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,513,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1025,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2049,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4097,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8193,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16385,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32769,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,6,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,10,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,18,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,34,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,66,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,130,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,258,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,514,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1026,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2050,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4098,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8194,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16386,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32770,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,12,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,20,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,36,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,68,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,132,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,260,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,516,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1028,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2052,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4100,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8196,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16388,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32772,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,24,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,40,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,72,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,136,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,264,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,520,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1032,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2056,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4104,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8200,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16392,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32776,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,48,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,80,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,144,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,272,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,528,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1040,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2064,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4112,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8208,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16400,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32784,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,96,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,160,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,288,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,544,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1056,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2080,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4128,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8224,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16416,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32800,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,192,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,320,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,576,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1088,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2112,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4160,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8256,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16448,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32832,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,384,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,640,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1152,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2176,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4224,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8320,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16512,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,32896,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,768,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1280,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2304,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4352,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8448,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16640,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,33024,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,1536,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,2560,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,4608,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,8704,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,16896,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,33280,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,3072,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,5120,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,9216,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,17408,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,33792,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,6144,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,10240,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,18432,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,34816,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,12288,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,20480,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,36864,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,24576,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,40960,0.0,0.0,0.0,0.0,1,1,0,2
4,512,0,49152,0.0,0.0,0.0,0.0,1,1,0,2
4,1024,1,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,2,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,4,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,8,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,16,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,32,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,64,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,128,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,256,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,512,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,1024,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,2048,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,4096,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,8192,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,16384,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,32768,0,0.0,0.0,0.0,0.0,1,1,1,0
4,1024,0,1,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,2,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,4,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,8,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,16,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,32,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,64,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,128,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,256,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,512,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,1024,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,2048,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,4096,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,8192,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,16384,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,0,32768,0.0,0.0,0.0,0.0,1,1,0,1
4,1024,3,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,5,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,9,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,17,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,33,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,65,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,129,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,257,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,513,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,1025,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,2049,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,4097,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,8193,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,16385,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,32769,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,1,1,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,2,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,4,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,8,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,16,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,32,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,64,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,128,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,256,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,512,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,1,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,6,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,10,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,18,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,34,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,66,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,130,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,258,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,514,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,1026,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,2050,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,4098,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,8194,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,16386,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,32770,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,2,1,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,2,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,4,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,8,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,16,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,32,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,64,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,128,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,256,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,512,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,2,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,12,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,20,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,36,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,68,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,132,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,260,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,516,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,1028,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,2052,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,4100,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,8196,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,16388,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,32772,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,4,1,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,2,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,4,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,8,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,16,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,32,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,64,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,128,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,256,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,512,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,4,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,24,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,40,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,72,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,136,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,264,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,520,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,1032,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,2056,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,4104,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,8200,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,16392,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,32776,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,8,1,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,2,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,4,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,8,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,16,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,32,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,64,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,128,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,256,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,512,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,2048,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,4096,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,8192,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,16384,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,8,32768,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,48,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,80,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,144,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,272,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,528,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,1040,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,2064,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,4112,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,8208,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,16400,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,32784,0,0.0,0.0,0.0,0.0,1,1,2,0
4,1024,16,1,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,2,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,4,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,8,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,16,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,32,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,64,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,128,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,256,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,512,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,1024,0.0,0.0,0.0,0.0,1,1,1,1
4,1024,16,2048,0.0,0.0,0.0,0.0,1,1,1,1
