seed_idx,seed_alpha0_dec,seed_beta0_dec,seed_alpha0_hex,seed_beta0_hex,alpha0,beta0,alphaR,betaR,alpha0_hex,beta0_hex,alphaR_hex,betaR_hex,cw_total
441,37199,513,0x914f,0x201,,,,,,,,,inf
440,4579,9110,0x11e3,0x2396,,,,,,,,,inf
439,13532,8896,0x34dc,0x22c0,,,,,,,,,inf
438,17834,8718,0x45aa,0x220e,,,,,,,,,inf
437,44470,23243,0xadb6,0x5acb,,,,,,,,,inf
436,53356,41888,0xd06c,0xa3a0,,,,,,,,,inf
435,56155,22147,0xdb5b,0x5683,,,,,,,,,inf
434,53084,904,0xcf5c,0x388,,,,,,,,,inf
433,51935,65440,0xcadf,0xffa0,,,,,,,,,inf
432,12500,51140,0x30d4,0xc7c4,,,,,,,,,inf
463,59696,26215,0xe930,0x6667,,,,,,,,,inf
462,30029,10398,0x754d,0x289e,,,,,,,,,inf
461,56415,59910,0xdc5f,0xea06,,,,,,,,,inf
460,27467,3861,0x6b4b,0xf15,,,,,,,,,inf
459,41802,24450,0xa34a,0x5f82,,,,,,,,,inf
458,37574,50694,0x92c6,0xc606,,,,,,,,,inf
457,35401,2412,0x8a49,0x96c,,,,,,,,,inf
456,26408,30414,0x6728,0x76ce,,,,,,,,,inf
455,21757,14348,0x54fd,0x380c,,,,,,,,,inf
454,8865,9936,0x22a1,0x26d0,,,,,,,,,inf
453,29518,23610,0x734e,0x5c3a,,,,,,,,,inf
452,21151,21362,0x529f,0x5372,,,,,,,,,inf
450,13663,43311,0x355f,0xa92f,,,,,,,,,inf
449,43308,16499,0xa92c,0x4073,,,,,,,,,inf
448,50104,54909,0xc3b8,0xd67d,,,,,,,,,inf
479,53139,45468,0xcf93,0xb19c,,,,,,,,,inf
478,60559,36747,0xec8f,0x8f8b,,,,,,,,,inf
477,62616,31459,0xf498,0x7ae3,,,,,,,,,inf
476,48973,3689,0xbf4d,0xe69,,,,,,,,,inf
475,4384,27300,0x1120,0x6aa4,,,,,,,,,inf
474,6933,43316,0x1b15,0xa934,,,,,,,,,inf
473,64802,37821,0xfd22,0x93bd,,,,,,,,,inf
472,27363,7868,0x6ae3,0x1ebc,,,,,,,,,inf
471,27524,57687,0x6b84,0xe157,,,,,,,,,inf
470,7267,24122,0x1c63,0x5e3a,,,,,,,,,inf
469,57034,34864,0xdeca,0x8830,,,,,,,,,inf
468,47074,23578,0xb7e2,0x5c1a,,,,,,,,,inf
467,31348,10308,0x7a74,0x2844,,,,,,,,,inf
466,24612,43576,0x6024,0xaa38,,,,,,,,,inf
465,19652,56034,0x4cc4,0xdae2,,,,,,,,,inf
464,16376,36418,0x3ff8,0x8e42,,,,,,,,,inf
495,29443,11628,0x7303,0x2d6c,,,,,,,,,inf
494,34691,41035,0x8783,0xa04b,,,,,,,,,inf
493,49419,14333,0xc10b,0x37fd,,,,,,,,,inf
492,46877,21768,0xb71d,0x5508,,,,,,,,,inf
491,62411,23019,0xf3cb,0x59eb,,,,,,,,,inf
490,53747,28442,0xd1f3,0x6f1a,,,,,,,,,inf
489,56412,33013,0xdc5c,0x80f5,,,,,,,,,inf
488,41172,51215,0xa0d4,0xc80f,,,,,,,,,inf
487,58211,28402,0xe363,0x6ef2,,,,,,,,,inf
486,39598,18536,0x9aae,0x4868,,,,,,,,,inf
485,30333,13534,0x767d,0x34de,,,,,,,,,inf
484,6241,62406,0x1861,0xf3c6,,,,,,,,,inf
483,31475,5165,0x7af3,0x142d,,,,,,,,,inf
482,30778,37134,0x783a,0x910e,,,,,,,,,inf
481,49427,59417,0xc113,0xe819,,,,,,,,,inf
480,34567,37919,0x8707,0x941f,,,,,,,,,inf
511,61216,28616,0xef20,0x6fc8,,,,,,,,,inf
510,28241,30600,0x6e51,0x7788,,,,,,,,,inf
509,26406,39344,0x6726,0x99b0,,,,,,,,,inf
508,35865,51468,0x8c19,0xc90c,,,,,,,,,inf
507,35384,18996,0x8a38,0x4a34,,,,,,,,,inf
506,54042,50655,0xd31a,0xc5df,,,,,,,,,inf
505,52888,59400,0xce98,0xe808,,,,,,,,,inf
504,6795,14523,0x1a8b,0x38bb,,,,,,,,,inf
503,40093,2071,0x9c9d,0x817,,,,,,,,,inf
502,51302,8361,0xc866,0x20a9,,,,,,,,,inf
501,13622,19603,0x3536,0x4c93,,,,,,,,,inf
500,54215,3904,0xd3c7,0xf40,,,,,,,,,inf
499,31634,63412,0x7b92,0xf7b4,,,,,,,,,inf
498,30435,50077,0x76e3,0xc39d,,,,,,,,,inf
497,49223,64773,0xc047,0xfd05,,,,,,,,,inf
496,41308,63561,0xa15c,0xf849,,,,,,,,,inf
527,9958,38452,0x26e6,0x9634,,,,,,,,,inf
526,55782,64287,0xd9e6,0xfb1f,,,,,,,,,inf
525,58352,61920,0xe3f0,0xf1e0,,,,,,,,,inf
524,63953,18429,0xf9d1,0x47fd,,,,,,,,,inf
523,8232,63406,0x2028,0xf7ae,,,,,,,,,inf
522,6748,35423,0x1a5c,0x8a5f,,,,,,,,,inf
521,35654,23641,0x8b46,0x5c59,,,,,,,,,inf
520,64604,21952,0xfc5c,0x55c0,,,,,,,,,inf
519,40010,19537,0x9c4a,0x4c51,,,,,,,,,inf
518,60353,23004,0xebc1,0x59dc,,,,,,,,,inf
517,15632,63194,0x3d10,0xf6da,,,,,,,,,inf
516,4235,33408,0x108b,0x8280,,,,,,,,,inf
515,24854,15958,0x6116,0x3e56,,,,,,,,,inf
514,61893,53999,0xf1c5,0xd2ef,,,,,,,,,inf
513,22659,23681,0x5883,0x5c81,,,,,,,,,inf
512,28163,31926,0x6e03,0x7cb6,,,,,,,,,inf
543,41495,18674,0xa217,0x48f2,,,,,,,,,inf
542,13007,746,0x32cf,0x2ea,,,,,,,,,inf
541,28630,26593,0x6fd6,0x67e1,,,,,,,,,inf
540,42179,46274,0xa4c3,0xb4c2,,,,,,,,,inf
539,35040,61658,0x88e0,0xf0da,,,,,,,,,inf
538,51603,48335,0xc993,0xbccf,,,,,,,,,inf
537,30737,17197,0x7811,0x432d,,,,,,,,,inf
536,50224,55522,0xc430,0xd8e2,,,,,,,,,inf
535,56188,58033,0xdb7c,0xe2b1,,,,,,,,,inf
534,30317,32739,0x766d,0x7fe3,,,,,,,,,inf
533,31837,14739,0x7c5d,0x3993,,,,,,,,,inf
532,50002,9848,0xc352,0x2678,,,,,,,,,inf
531,18737,42846,0x4931,0xa75e,,,,,,,,,inf
530,27433,47745,0x6b29,0xba81,,,,,,,,,inf
529,60282,20903,0xeb7a,0x51a7,,,,,,,,,inf
528,11218,43656,0x2bd2,0xaa88,,,,,,,,,inf
559,49043,31976,0xbf93,0x7ce8,,,,,,,,,inf
558,48574,13055,0xbdbe,0x32ff,,,,,,,,,inf
557,10646,3067,0x2996,0xbfb,,,,,,,,,inf
556,63027,37907,0xf633,0x9413,,,,,,,,,inf
555,47446,31714,0xb956,0x7be2,,,,,,,,,inf
554,9166,64059,0x23ce,0xfa3b,,,,,,,,,inf
553,28363,60426,0x6ecb,0xec0a,,,,,,,,,inf
552,44176,16626,0xac90,0x40f2,,,,,,,,,inf
551,55500,6392,0xd8cc,0x18f8,,,,,,,,,inf
550,60936,17119,0xee08,0x42df,,,,,,,,,inf
549,40242,16257,0x9d32,0x3f81,,,,,,,,,inf
548,41534,45143,0xa23e,0xb057,,,,,,,,,inf
547,1995,53901,0x7cb,0xd28d,,,,,,,,,inf
546,47832,53500,0xbad8,0xd0fc,,,,,,,,,inf
545,44440,43212,0xad98,0xa8cc,,,,,,,,,inf
544,58191,22945,0xe34f,0x59a1,,,,,,,,,inf
575,29019,29739,0x715b,0x742b,,,,,,,,,inf
574,3230,10736,0xc9e,0x29f0,,,,,,,,,inf
573,10610,23275,0x2972,0x5aeb,,,,,,,,,inf
572,33151,50061,0x817f,0xc38d,,,,,,,,,inf
571,45214,31480,0xb09e,0x7af8,,,,,,,,,inf
570,832,64486,0x340,0xfbe6,,,,,,,,,inf
569,27403,43256,0x6b0b,0xa8f8,,,,,,,,,inf
568,49059,11524,0xbfa3,0x2d04,,,,,,,,,inf
567,35634,51920,0x8b32,0xcad0,,,,,,,,,inf
566,43192,35058,0xa8b8,0x88f2,,,,,,,,,inf
565,6550,1475,0x1996,0x5c3,,,,,,,,,inf
564,61507,17901,0xf043,0x45ed,,,,,,,,,inf
563,3849,30462,0xf09,0x76fe,,,,,,,,,inf
562,44228,37771,0xacc4,0x938b,,,,,,,,,inf
561,50782,44919,0xc65e,0xaf77,,,,,,,,,inf
560,16789,7710,0x4195,0x1e1e,,,,,,,,,inf
591,3043,60046,0xbe3,0xea8e,,,,,,,,,inf
590,4153,13939,0x1039,0x3673,,,,,,,,,inf
589,48663,35114,0xbe17,0x892a,,,,,,,,,inf
588,43187,35550,0xa8b3,0x8ade,,,,,,,,,inf
587,56702,52403,0xdd7e,0xccb3,,,,,,,,,inf
586,8967,30704,0x2307,0x77f0,,,,,,,,,inf
585,36830,5525,0x8fde,0x1595,,,,,,,,,inf
584,12063,28781,0x2f1f,0x706d,,,,,,,,,inf
583,4881,27782,0x1311,0x6c86,,,,,,,,,inf
582,48725,63127,0xbe55,0xf697,,,,,,,,,inf
581,27127,47599,0x69f7,0xb9ef,,,,,,,,,inf
580,21581,30489,0x544d,0x7719,,,,,,,,,inf
579,30903,31418,0x78b7,0x7aba,,,,,,,,,inf
578,53213,36273,0xcfdd,0x8db1,,,,,,,,,inf
577,11787,33142,0x2e0b,0x8176,,,,,,,,,inf
576,44926,10827,0xaf7e,0x2a4b,,,,,,,,,inf
607,41385,21764,0xa1a9,0x5504,,,,,,,,,inf
606,11443,28811,0x2cb3,0x708b,,,,,,,,,inf
605,14820,23396,0x39e4,0x5b64,,,,,,,,,inf
604,6541,64544,0x198d,0xfc20,,,,,,,,,inf
603,22621,1420,0x585d,0x58c,,,,,,,,,inf
602,34343,12684,0x8627,0x318c,,,,,,,,,inf
601,12204,39540,0x2fac,0x9a74,,,,,,,,,inf
600,52197,26776,0xcbe5,0x6898,,,,,,,,,inf
599,64724,18043,0xfcd4,0x467b,,,,,,,,,inf
598,11666,8487,0x2d92,0x2127,,,,,,,,,inf
597,26947,27461,0x6943,0x6b45,,,,,,,,,inf
596,4179,43712,0x1053,0xaac0,,,,,,,,,inf
595,52486,4557,0xcd06,0x11cd,,,,,,,,,inf
594,57766,52251,0xe1a6,0xcc1b,,,,,,,,,inf
593,44132,6130,0xac64,0x17f2,,,,,,,,,inf
592,57315,37384,0xdfe3,0x9208,,,,,,,,,inf
623,65479,62221,0xffc7,0xf30d,,,,,,,,,inf
622,63124,49522,0xf694,0xc172,,,,,,,,,inf
621,30521,14875,0x7739,0x3a1b,,,,,,,,,inf
620,45321,56334,0xb109,0xdc0e,,,,,,,,,inf
619,11600,2040,0x2d50,0x7f8,,,,,,,,,inf
618,11875,17702,0x2e63,0x4526,,,,,,,,,inf
617,9462,23088,0x24f6,0x5a30,,,,,,,,,inf
616,27996,45184,0x6d5c,0xb080,,,,,,,,,inf
615,60399,62287,0xebef,0xf34f,,,,,,,,,inf
614,59139,50476,0xe703,0xc52c,,,,,,,,,inf
613,48229,925,0xbc65,0x39d,,,,,,,,,inf
612,11158,37839,0x2b96,0x93cf,,,,,,,,,inf
611,65151,32605,0xfe7f,0x7f5d,,,,,,,,,inf
610,19520,44891,0x4c40,0xaf5b,,,,,,,,,inf
609,26386,31366,0x6712,0x7a86,,,,,,,,,inf
608,1023,62131,0x3ff,0xf2b3,,,,,,,,,inf
639,15887,25205,0x3e0f,0x6275,,,,,,,,,inf
638,27576,14782,0x6bb8,0x39be,,,,,,,,,inf
637,22860,63527,0x594c,0xf827,,,,,,,,,inf
636,60962,46410,0xee22,0xb54a,,,,,,,,,inf
635,17603,2920,0x44c3,0xb68,,,,,,,,,inf
634,30902,40194,0x78b6,0x9d02,,,,,,,,,inf
633,15447,38399,0x3c57,0x95ff,,,,,,,,,inf
632,8729,13958,0x2219,0x3686,,,,,,,,,inf
631,33139,18320,0x8173,0x4790,,,,,,,,,inf
630,22206,24107,0x56be,0x5e2b,,,,,,,,,inf
629,62744,51558,0xf518,0xc966,,,,,,,,,inf
628,23246,36619,0x5ace,0x8f0b,,,,,,,,,inf
626,6529,65007,0x1981,0xfdef,,,,,,,,,inf
625,223,8275,0xdf,0x2053,,,,,,,,,inf
624,9146,56811,0x23ba,0xddeb,,,,,,,,,inf
655,6505,62664,0x1969,0xf4c8,,,,,,,,,inf
654,41330,19489,0xa172,0x4c21,,,,,,,,,inf
653,29066,53742,0x718a,0xd1ee,,,,,,,,,inf
652,1146,22180,0x47a,0x56a4,,,,,,,,,inf
651,190,29902,0xbe,0x74ce,,,,,,,,,inf
650,36425,46409,0x8e49,0xb549,,,,,,,,,inf
649,57537,37771,0xe0c1,0x938b,,,,,,,,,inf
648,28580,63323,0x6fa4,0xf75b,,,,,,,,,inf
647,63199,63062,0xf6df,0xf656,,,,,,,,,inf
646,25589,9985,0x63f5,0x2701,,,,,,,,,inf
645,37808,32235,0x93b0,0x7deb,,,,,,,,,inf
644,13124,49911,0x3344,0xc2f7,,,,,,,,,inf
643,13314,21799,0x3402,0x5527,,,,,,,,,inf
642,9728,44243,0x2600,0xacd3,,,,,,,,,inf
641,8571,62300,0x217b,0xf35c,,,,,,,,,inf
640,3625,32863,0xe29,0x805f,,,,,,,,,inf
671,20372,27780,0x4f94,0x6c84,,,,,,,,,inf
670,49221,28598,0xc045,0x6fb6,,,,,,,,,inf
669,35078,57103,0x8906,0xdf0f,,,,,,,,,inf
668,23263,50040,0x5adf,0xc378,,,,,,,,,inf
667,39833,13873,0x9b99,0x3631,,,,,,,,,inf
666,37659,52856,0x931b,0xce78,,,,,,,,,inf
665,39950,46551,0x9c0e,0xb5d7,,,,,,,,,inf
664,61213,24853,0xef1d,0x6115,,,,,,,,,inf
663,27107,4209,0x69e3,0x1071,,,,,,,,,inf
662,20656,8480,0x50b0,0x2120,,,,,,,,,inf
661,32434,23001,0x7eb2,0x59d9,,,,,,,,,inf
660,23031,47678,0x59f7,0xba3e,,,,,,,,,inf
659,42634,39188,0xa68a,0x9914,,,,,,,,,inf
658,21676,46836,0x54ac,0xb6f4,,,,,,,,,inf
657,33532,26457,0x82fc,0x6759,,,,,,,,,inf
656,49011,25653,0xbf73,0x6435,,,,,,,,,inf
687,35208,51403,0x8988,0xc8cb,,,,,,,,,inf
686,50910,31320,0xc6de,0x7a58,,,,,,,,,inf
685,51873,24291,0xcaa1,0x5ee3,,,,,,,,,inf
684,55670,34368,0xd976,0x8640,,,,,,,,,inf
683,43944,55197,0xaba8,0xd79d,,,,,,,,,inf
682,28716,9357,0x702c,0x248d,,,,,,,,,inf
681,32106,33299,0x7d6a,0x8213,,,,,,,,,inf
680,62469,25412,0xf405,0x6344,,,,,,,,,inf
679,42765,1456,0xa70d,0x5b0,,,,,,,,,inf
678,10785,55822,0x2a21,0xda0e,,,,,,,,,inf
677,33527,40100,0x82f7,0x9ca4,,,,,,,,,inf
676,5504,15403,0x1580,0x3c2b,,,,,,,,,inf
675,49348,56234,0xc0c4,0xdbaa,,,,,,,,,inf
674,37504,24401,0x9280,0x5f51,,,,,,,,,inf
673,37168,23133,0x9130,0x5a5d,,,,,,,,,inf
672,56672,9739,0xdd60,0x260b,,,,,,,,,inf
703,62702,33219,0xf4ee,0x81c3,,,,,,,,,inf
702,26286,17326,0x66ae,0x43ae,,,,,,,,,inf
701,16503,7322,0x4077,0x1c9a,,,,,,,,,inf
700,26369,59410,0x6701,0xe812,,,,,,,,,inf
699,203,15259,0xcb,0x3b9b,,,,,,,,,inf
698,51014,36591,0xc746,0x8eef,,,,,,,,,inf
697,32856,57874,0x8058,0xe212,,,,,,,,,inf
696,4346,37040,0x10fa,0x90b0,,,,,,,,,inf
695,11654,32845,0x2d86,0x804d,,,,,,,,,inf
694,35065,9952,0x88f9,0x26e0,,,,,,,,,inf
693,41873,39303,0xa391,0x9987,,,,,,,,,inf
692,61237,60270,0xef35,0xeb6e,,,,,,,,,inf
691,58024,21985,0xe2a8,0x55e1,,,,,,,,,inf
690,23458,24674,0x5ba2,0x6062,,,,,,,,,inf
689,9801,42727,0x2649,0xa6e7,,,,,,,,,inf
688,60554,10243,0xec8a,0x2803,,,,,,,,,inf
719,16508,49256,0x407c,0xc068,,,,,,,,,inf
718,35654,45982,0x8b46,0xb39e,,,,,,,,,inf
717,1666,21309,0x682,0x533d,,,,,,,,,inf
716,21302,20904,0x5336,0x51a8,,,,,,,,,inf
715,15107,53554,0x3b03,0xd132,,,,,,,,,inf
714,22525,46999,0x57fd,0xb797,,,,,,,,,inf
713,29647,62034,0x73cf,0xf252,,,,,,,,,inf
712,31068,48622,0x795c,0xbdee,,,,,,,,,inf
711,2181,16324,0x885,0x3fc4,,,,,,,,,inf
710,55067,9643,0xd71b,0x25ab,,,,,,,,,inf
709,24959,41374,0x617f,0xa19e,,,,,,,,,inf
708,54750,47693,0xd5de,0xba4d,,,,,,,,,inf
707,57333,13615,0xdff5,0x352f,,,,,,,,,inf
706,1235,55238,0x4d3,0xd7c6,,,,,,,,,inf
705,42253,24629,0xa50d,0x6035,,,,,,,,,inf
704,44788,9822,0xaef4,0x265e,,,,,,,,,inf
735,13997,25699,0x36ad,0x6463,,,,,,,,,inf
734,23374,4997,0x5b4e,0x1385,,,,,,,,,inf
733,1842,27112,0x732,0x69e8,,,,,,,,,inf
732,8984,62876,0x2318,0xf59c,,,,,,,,,inf
731,2048,50159,0x800,0xc3ef,,,,,,,,,inf
730,25901,39190,0x652d,0x9916,,,,,,,,,inf
729,64173,54710,0xfaad,0xd5b6,,,,,,,,,inf
728,9603,4708,0x2583,0x1264,,,,,,,,,inf
727,48607,23385,0xbddf,0x5b59,,,,,,,,,inf
726,37515,3482,0x928b,0xd9a,,,,,,,,,inf
725,33058,3116,0x8122,0xc2c,,,,,,,,,inf
724,44105,41391,0xac49,0xa1af,,,,,,,,,inf
723,51762,65508,0xca32,0xffe4,,,,,,,,,inf
722,31933,63709,0x7cbd,0xf8dd,,,,,,,,,inf
721,51718,46198,0xca06,0xb476,,,,,,,,,inf
720,49051,53303,0xbf9b,0xd037,,,,,,,,,inf
751,11141,3977,0x2b85,0xf89,,,,,,,,,inf
750,10798,23408,0x2a2e,0x5b70,,,,,,,,,inf
749,19031,58522,0x4a57,0xe49a,,,,,,,,,inf
748,9338,50971,0x247a,0xc71b,,,,,,,,,inf
747,10394,38422,0x289a,0x9616,,,,,,,,,inf
746,17829,27164,0x45a5,0x6a1c,,,,,,,,,inf
745,38609,11673,0x96d1,0x2d99,,,,,,,,,inf
744,60471,64605,0xec37,0xfc5d,,,,,,,,,inf
743,31996,38672,0x7cfc,0x9710,,,,,,,,,inf
742,2406,25460,0x966,0x6374,,,,,,,,,inf
741,38822,30215,0x97a6,0x7607,,,,,,,,,inf
740,63372,7826,0xf78c,0x1e92,,,,,,,,,inf
739,14788,38097,0x39c4,0x94d1,,,,,,,,,inf
738,3286,26186,0xcd6,0x664a,,,,,,,,,inf
737,55284,5678,0xd7f4,0x162e,,,,,,,,,inf
736,38724,17147,0x9744,0x42fb,,,,,,,,,inf
767,14476,35002,0x388c,0x88ba,,,,,,,,,inf
766,6289,21313,0x1891,0x5341,,,,,,,,,inf
765,49498,56298,0xc15a,0xdbea,,,,,,,,,inf
764,9818,9288,0x265a,0x2448,,,,,,,,,inf
763,40642,60619,0x9ec2,0xeccb,,,,,,,,,inf
762,30381,45196,0x76ad,0xb08c,,,,,,,,,inf
761,24273,50332,0x5ed1,0xc49c,,,,,,,,,inf
760,61620,46980,0xf0b4,0xb784,,,,,,,,,inf
759,56616,24065,0xdd28,0x5e01,,,,,,,,,inf
758,49519,34838,0xc16f,0x8816,,,,,,,,,inf
757,5748,56112,0x1674,0xdb30,,,,,,,,,inf
756,29710,56460,0x740e,0xdc8c,,,,,,,,,inf
755,17235,36190,0x4353,0x8d5e,,,,,,,,,inf
754,54300,29390,0xd41c,0x72ce,,,,,,,,,inf
753,17710,63662,0x452e,0xf8ae,,,,,,,,,inf
752,30602,49176,0x778a,0xc018,,,,,,,,,inf
783,63301,29799,0xf745,0x7467,,,,,,,,,inf
782,10378,19641,0x288a,0x4cb9,,,,,,,,,inf
781,27095,17205,0x69d7,0x4335,,,,,,,,,inf
780,31523,6162,0x7b23,0x1812,,,,,,,,,inf
779,44650,57914,0xae6a,0xe23a,,,,,,,,,inf
778,28161,42695,0x6e01,0xa6c7,,,,,,,,,inf
777,59511,10196,0xe877,0x27d4,,,,,,,,,inf
776,61970,2600,0xf212,0xa28,,,,,,,,,inf
775,45636,19465,0xb244,0x4c09,,,,,,,,,inf
774,2694,27122,0xa86,0x69f2,,,,,,,,,inf
773,8993,33710,0x2321,0x83ae,,,,,,,,,inf
772,13273,5166,0x33d9,0x142e,,,,,,,,,inf
771,12589,10419,0x312d,0x28b3,,,,,,,,,inf
770,7757,7819,0x1e4d,0x1e8b,,,,,,,,,inf
769,64101,42426,0xfa65,0xa5ba,,,,,,,,,inf
768,54366,56745,0xd45e,0xdda9,,,,,,,,,inf
799,38800,64086,0x9790,0xfa56,,,,,,,,,inf
798,410,44752,0x19a,0xaed0,,,,,,,,,inf
797,28327,1702,0x6ea7,0x6a6,,,,,,,,,inf
796,2302,61643,0x8fe,0xf0cb,,,,,,,,,inf
795,53693,55455,0xd1bd,0xd89f,,,,,,,,,inf
794,17550,22881,0x448e,0x5961,,,,,,,,,inf
793,7394,60664,0x1ce2,0xecf8,,,,,,,,,inf
792,53205,53209,0xcfd5,0xcfd9,,,,,,,,,inf
791,38857,28141,0x97c9,0x6ded,,,,,,,,,inf
790,15543,46677,0x3cb7,0xb655,,,,,,,,,inf
789,64794,40153,0xfd1a,0x9cd9,,,,,,,,,inf
788,51030,11037,0xc756,0x2b1d,,,,,,,,,inf
787,3526,46510,0xdc6,0xb5ae,,,,,,,,,inf
786,20860,17012,0x517c,0x4274,,,,,,,,,inf
785,63706,44939,0xf8da,0xaf8b,,,,,,,,,inf
784,22257,1891,0x56f1,0x763,,,,,,,,,inf
815,47827,41253,0xbad3,0xa125,,,,,,,,,inf
814,12330,10198,0x302a,0x27d6,,,,,,,,,inf
813,40960,20973,0xa000,0x51ed,,,,,,,,,inf
812,25089,59492,0x6201,0xe864,,,,,,,,,inf
811,45496,51583,0xb1b8,0xc97f,,,,,,,,,inf
810,17480,5736,0x4448,0x1668,,,,,,,,,inf
809,5422,47085,0x152e,0xb7ed,,,,,,,,,inf
808,29639,15075,0x73c7,0x3ae3,,,,,,,,,inf
807,48264,52604,0xbc88,0xcd7c,,,,,,,,,inf
806,14748,13435,0x399c,0x347b,,,,,,,,,inf
805,19628,48236,0x4cac,0xbc6c,,,,,,,,,inf
804,48945,32700,0xbf31,0x7fbc,,,,,,,,,inf
803,60150,27721,0xeaf6,0x6c49,,,,,,,,,inf
802,30006,8894,0x7536,0x22be,,,,,,,,,inf
801,56782,23027,0xddce,0x59f3,,,,,,,,,inf
800,36501,42321,0x8e95,0xa551,,,,,,,,,inf
831,64445,27738,0xfbbd,0x6c5a,,,,,,,,,inf
830,64073,18273,0xfa49,0x4761,,,,,,,,,inf
829,55185,22635,0xd791,0x586b,,,,,,,,,inf
828,23691,40770,0x5c8b,0x9f42,,,,,,,,,inf
827,19841,50566,0x4d81,0xc586,,,,,,,,,inf
826,55035,43471,0xd6fb,0xa9cf,,,,,,,,,inf
825,49905,13200,0xc2f1,0x3390,,,,,,,,,inf
824,54552,55351,0xd518,0xd837,,,,,,,,,inf
823,25713,41104,0x6471,0xa090,,,,,,,,,inf
822,62138,2033,0xf2ba,0x7f1,,,,,,,,,inf
821,48277,57447,0xbc95,0xe067,,,,,,,,,inf
820,15142,55031,0x3b26,0xd6f7,,,,,,,,,inf
819,23658,5085,0x5c6a,0x13dd,,,,,,,,,inf
818,60408,10288,0xebf8,0x2830,,,,,,,,,inf
817,17266,8299,0x4372,0x206b,,,,,,,,,inf
816,56156,54999,0xdb5c,0xd6d7,,,,,,,,,inf
846,7377,27655,0x1cd1,0x6c07,,,,,,,,,inf
845,5864,20481,0x16e8,0x5001,,,,,,,,,inf
844,3970,27352,0xf82,0x6ad8,,,,,,,,,inf
843,56068,17419,0xdb04,0x440b,,,,,,,,,inf
842,2737,26792,0xab1,0x68a8,,,,,,,,,inf
841,53745,56932,0xd1f1,0xde64,,,,,,,,,inf
839,59993,62970,0xea59,0xf5fa,,,,,,,,,inf
838,60882,17415,0xedd2,0x4407,,,,,,,,,inf
837,46645,7485,0xb635,0x1d3d,,,,,,,,,inf
835,43128,49657,0xa878,0xc1f9,,,,,,,,,inf
834,31875,44605,0x7c83,0xae3d,,,,,,,,,inf
833,20618,7941,0x508a,0x1f05,,,,,,,,,inf
832,52321,20970,0xcc61,0x51ea,,,,,,,,,inf
863,5026,50329,0x13a2,0xc499,,,,,,,,,inf
862,23311,38288,0x5b0f,0x9590,,,,,,,,,inf
861,28753,29474,0x7051,0x7322,,,,,,,,,inf
860,39136,11405,0x98e0,0x2c8d,,,,,,,,,inf
859,25025,37994,0x61c1,0x946a,,,,,,,,,inf
858,57192,25474,0xdf68,0x6382,,,,,,,,,inf
857,51720,28300,0xca08,0x6e8c,,,,,,,,,inf
856,24208,45856,0x5e90,0xb320,,,,,,,,,inf
855,16271,20136,0x3f8f,0x4ea8,,,,,,,,,inf
854,20498,19151,0x5012,0x4acf,,,,,,,,,inf
853,33824,34790,0x8420,0x87e6,,,,,,,,,inf
852,31259,46603,0x7a1b,0xb60b,,,,,,,,,inf
851,15541,34536,0x3cb5,0x86e8,,,,,,,,,inf
850,35032,29775,0x88d8,0x744f,,,,,,,,,inf
849,29748,20235,0x7434,0x4f0b,,,,,,,,,inf
848,37375,44908,0x91ff,0xaf6c,,,,,,,,,inf
879,30759,27585,0x7827,0x6bc1,,,,,,,,,inf
878,14815,58975,0x39df,0xe65f,,,,,,,,,inf
877,55873,65009,0xda41,0xfdf1,,,,,,,,,inf
876,1998,6654,0x7ce,0x19fe,,,,,,,,,inf
875,6713,43553,0x1a39,0xaa21,,,,,,,,,inf
874,8733,26769,0x221d,0x6891,,,,,,,,,inf
873,9017,44036,0x2339,0xac04,,,,,,,,,inf
872,43592,62049,0xaa48,0xf261,,,,,,,,,inf
871,2066,36978,0x812,0x9072,,,,,,,,,inf
870,2695,7756,0xa87,0x1e4c,,,,,,,,,inf
869,60841,26123,0xeda9,0x660b,,,,,,,,,inf
868,9104,52168,0x2390,0xcbc8,,,,,,,,,inf
867,2799,32314,0xaef,0x7e3a,,,,,,,,,inf
866,51476,60819,0xc914,0xed93,,,,,,,,,inf
865,28051,37519,0x6d93,0x928f,,,,,,,,,inf
864,51086,32024,0xc78e,0x7d18,,,,,,,,,inf
895,32450,34465,0x7ec2,0x86a1,,,,,,,,,inf
894,19664,57080,0x4cd0,0xdef8,,,,,,,,,inf
893,44197,34913,0xaca5,0x8861,,,,,,,,,inf
892,21208,34598,0x52d8,0x8726,,,,,,,,,inf
891,7845,38386,0x1ea5,0x95f2,,,,,,,,,inf
890,43302,4653,0xa926,0x122d,,,,,,,,,inf
889,55937,19498,0xda81,0x4c2a,,,,,,,,,inf
888,41758,61588,0xa31e,0xf094,,,,,,,,,inf
887,23176,17539,0x5a88,0x4483,,,,,,,,,inf
886,37268,8774,0x9194,0x2246,,,,,,,,,inf
885,43266,55122,0xa902,0xd752,,,,,,,,,inf
884,39784,1915,0x9b68,0x77b,,,,,,,,,inf
883,61525,35629,0xf055,0x8b2d,,,,,,,,,inf
882,27392,4888,0x6b00,0x1318,,,,,,,,,inf
881,16343,29913,0x3fd7,0x74d9,,,,,,,,,inf
880,15066,36656,0x3ada,0x8f30,,,,,,,,,inf
